Asset Event History,,,,,,,,
Lists the event history within the specified period for the selected assets,,,,,,,,
Report Parameters,,,,,,,,
StartTimeFilter: 01/12/2017 00:01:00 GMT,,,,,,,,
EndTimeFilter: 06/12/2017 05:23:00 GMT,,,,,,,,
"SelectedEventTypes: CAN Periodic,Command Response,Digital Input 8 Off,Digital Input 8 On,Driving Duration Violation,External Power Loss,External Power Restore,Geofence Entry,Geofence Exit,Heartbeat,Idle End,Idle Start,Ignition Off,Ignition On,Journey Periodic,Journey Summary,Normal Mode On,Overspeed End,Overspeed Start,Poll Response,Position Report,Power Up,Service Mode On,Start Moving,Stop Moving,Tag In,Tag Out,Terminal Connected,Terminal Disconnected,Towing",,,,,,,,
Timezone: GMT,,,,,,,,
GeoReferenceSystem: Global,,,,,,,,
Language: English,,,,,,,,
Asset,Event,Event Type,Event Time,Position,Position URL,Odometer,Speed,Geo Reference
KW-95/15713,Position Report,Position Report,04/12/2017 07:34:17 GMT,"24.000200øN, 38.262699øE","24.000200øN, 38.262699øE",1062817,,"22.5 km ESE from Yanbu` al Bahr,Saudi Arabia,SA"
KW-95/15713,Position Report,Position Report,04/12/2017 07:33:44 GMT,"24.000601øN, 38.262100øE","24.000601øN, 38.262100øE",1062817,,"22.4 km ESE from Yanbu` al Bahr,Saudi Arabia,SA"
KW-95/15713,CAN Periodic,CAN Periodic,04/12/2017 07:33:38 GMT,"24.000601øN, 38.261902øE","24.000601øN, 38.261902øE",1062817,,"22.4 km ESE from Yanbu` al Bahr,Saudi Arabia,SA"
KW-95/15713,Position Report,Position Report,04/12/2017 07:33:13 GMT,"24.000200øN, 38.261700øE","24.000200øN, 38.261700øE",1062817,,"22.4 km ESE from Yanbu` al Bahr,Saudi Arabia,SA"
KW-95/15713,Position Report,Position Report,04/12/2017 07:32:09 GMT,"23.996300øN, 38.267101øE","23.996300øN, 38.267101øE",1062817,,"23.1 km ESE from Yanbu` al Bahr,Saudi Arabia,SA"
KW-95/15713,Position Report,Position Report,04/12/2017 07:28:41 GMT,"24.008600øN, 38.265999øE","24.008600øN, 38.265999øE",1062815,,"22.4 km ESE from Yanbu` al Bahr,Saudi Arabia,SA"
KW-95/15713,Position Report,Position Report,04/12/2017 07:25:10 GMT,"24.016500øN, 38.254398øE","24.016500øN, 38.254398øE",1062813,,"21.0 km ESE from Yanbu` al Bahr,Saudi Arabia,SA"
KW-95/15713,Position Report,Position Report,04/12/2017 07:25:01 GMT,"24.016300øN, 38.254101øE","24.016300øN, 38.254101øE",1062813,,"21.0 km ESE from Yanbu` al Bahr,Saudi Arabia,SA"
KW-95/15713,Position Report,Position Report,04/12/2017 07:24:54 GMT,"24.016100øN, 38.254101øE","24.016100øN, 38.254101øE",1062813,,"21.0 km ESE from Yanbu` al Bahr,Saudi Arabia,SA"
KW-95/15713,Position Report,Position Report,04/12/2017 07:24:50 GMT,"24.016199øN, 38.254101øE","24.016199øN, 38.254101øE",1062813,,"21.0 km ESE from Yanbu` al Bahr,Saudi Arabia,SA"
KW-95/15713,Start Moving,Start Moving,04/12/2017 07:24:47 GMT,"24.016199øN, 38.254101øE","24.016199øN, 38.254101øE",1062813,,"21.0 km ESE from Yanbu` al Bahr,Saudi Arabia,SA"
KW-95/15713,Stop Moving,Stop Moving,04/12/2017 07:22:28 GMT,"24.016300øN, 38.254299øE","24.016300øN, 38.254299øE",0,,"21.0 km ESE from Yanbu` al Bahr,Saudi Arabia,SA"
KW-95/15713,Position Report,Position Report,04/12/2017 07:20:53 GMT,"24.016701øN, 38.254501øE","24.016701øN, 38.254501øE",1062813,,"21.0 km ESE from Yanbu` al Bahr,Saudi Arabia,SA"
KW-95/15713,CAN Periodic,CAN Periodic,04/12/2017 07:18:38 GMT,"24.011000øN, 38.263100øE","24.011000øN, 38.263100øE",1062812,,"22.0 km ESE from Yanbu` al Bahr,Saudi Arabia,SA"
KW-95/15713,Position Report,Position Report,04/12/2017 07:18:12 GMT,"24.009001øN, 38.265701øE","24.009001øN, 38.265701øE",1062812,,"22.4 km ESE from Yanbu` al Bahr,Saudi Arabia,SA"
KW-95/15713,Position Report,Position Report,04/12/2017 07:15:52 GMT,"23.997101øN, 38.256001øE","23.997101øN, 38.256001øE",1062810,,"22.0 km ESE from Yanbu` al Bahr,Saudi Arabia,SA"
KW-95/15713,CAN Periodic,CAN Periodic,04/12/2017 07:03:38 GMT,"23.936899øN, 38.334702øE","23.936899øN, 38.334702øE",1062800,,"32.3 km ESE from Yanbu` al Bahr,Saudi Arabia,SA"
KW-95/15713,Position Report,Position Report,04/12/2017 06:52:26 GMT,"23.862000øN, 38.436798øE","23.862000øN, 38.436798øE",1062787,,"37.0 km WNW from Badr Hunayn,Saudi Arabia,SA"
KW-95/15713,CAN Periodic,CAN Periodic,04/12/2017 06:48:38 GMT,"23.834900øN, 38.465000øE","23.834900øN, 38.465000øE",1062783,,"33.6 km W from Badr Hunayn,Saudi Arabia,SA"
KW-95/15713,CAN Periodic,CAN Periodic,04/12/2017 06:33:38 GMT,"23.680401øN, 38.583099øE","23.680401øN, 38.583099øE",1062763,,"24.0 km WSW from Badr Hunayn,Saudi Arabia,SA"
KW-95/15713,CAN Periodic,CAN Periodic,04/12/2017 06:18:38 GMT,"23.516500øN, 38.680599øE","23.516500øN, 38.680599øE",1062744,,"31.7 km SSW from Badr Hunayn,Saudi Arabia,SA"
KW-95/15713,CAN Periodic,CAN Periodic,04/12/2017 06:03:38 GMT,"23.349701øN, 38.775200øE","23.349701øN, 38.775200øE",1062724,,"48.2 km S from Badr Hunayn,Saudi Arabia,SA"
KW-95/15713,CAN Periodic,CAN Periodic,04/12/2017 05:48:38 GMT,"23.193100øN, 38.864498øE","23.193100øN, 38.864498øE",1062705,,"47.2 km NNW from Rabigh,Saudi Arabia,SA"
KW-95/15713,CAN Periodic,CAN Periodic,04/12/2017 05:33:38 GMT,"23.027300øN, 38.957199øE","23.027300øN, 38.957199øE",1062685,,"26.6 km NNW from Rabigh,Saudi Arabia,SA"
KW-95/15713,CAN Periodic,CAN Periodic,04/12/2017 05:18:38 GMT,"22.860701øN, 39.051998øE","22.860701øN, 39.051998øE",1062665,,"7.1 km NNE from Rabigh,Saudi Arabia,SA"
KW-95/15713,CAN Periodic,CAN Periodic,04/12/2017 05:03:38 GMT,"22.684601øN, 39.117199øE","22.684601øN, 39.117199øE",1062646,,"15.2 km SE from Rabigh,Saudi Arabia,SA"
KW-95/15713,CAN Periodic,CAN Periodic,04/12/2017 04:48:38 GMT,"22.505699øN, 39.180199øE","22.505699øN, 39.180199øE",1062626,,"35.8 km SSE from Rabigh,Saudi Arabia,SA"
KW-95/15713,CAN Periodic,CAN Periodic,04/12/2017 04:33:38 GMT,"22.341200øN, 39.167599øE","22.341200øN, 39.167599øE",1062607,,"52.7 km SSE from Rabigh,Saudi Arabia,SA"
KW-95/15713,Start Moving,Start Moving,04/12/2017 04:25:49 GMT,"22.273899øN, 39.127102øE","22.273899øN, 39.127102øE",1062599,,"59.1 km S from Rabigh,Saudi Arabia,SA"
KW-95/15713,Position Report,Position Report,04/12/2017 04:24:31 GMT,"22.274099øN, 39.127102øE","22.274099øN, 39.127102øE",1062599,,"59.1 km S from Rabigh,Saudi Arabia,SA"
KW-95/15713,Position Report,Position Report,04/12/2017 04:20:11 GMT,"22.273701øN, 39.127102øE","22.273701øN, 39.127102øE",1062599,,"59.1 km S from Rabigh,Saudi Arabia,SA"
KW-95/15713,CAN Periodic,CAN Periodic,04/12/2017 04:18:38 GMT,"22.273701øN, 39.127102øE","22.273701øN, 39.127102øE",1062599,,"59.1 km S from Rabigh,Saudi Arabia,SA"
KW-95/15713,CAN Periodic,CAN Periodic,04/12/2017 04:03:38 GMT,"22.273701øN, 39.127201øE","22.273701øN, 39.127201øE",1062599,,"59.1 km S from Rabigh,Saudi Arabia,SA"
KW-95/15713,Position Report,Position Report,04/12/2017 03:49:06 GMT,"22.273899øN, 39.127201øE","22.273899øN, 39.127201øE",1062599,,"59.1 km S from Rabigh,Saudi Arabia,SA"
KW-95/15713,Ignition On,Ignition On,04/12/2017 03:48:38 GMT,"22.273800øN, 39.127201øE","22.273800øN, 39.127201øE",0,,"59.1 km S from Rabigh,Saudi Arabia,SA"
KW-95/15713,Tag In,Tag In,04/12/2017 03:48:29 GMT,"22.273800øN, 39.127201øE","22.273800øN, 39.127201øE",0,,"59.1 km S from Rabigh,Saudi Arabia,SA"
KW-95/15713,Tag Out,Tag Out,03/12/2017 22:05:32 GMT,"22.273800øN, 39.127201øE","22.273800øN, 39.127201øE",0,,"59.1 km S from Rabigh,Saudi Arabia,SA"
KW-95/15713,Journey Summary,Journey Summary,03/12/2017 22:05:08 GMT,"22.273800øN, 39.127300øE","22.273800øN, 39.127300øE",1062599,,"59.1 km S from Rabigh,Saudi Arabia,SA"
KW-95/15713,Ignition Off,Ignition Off,03/12/2017 22:05:07 GMT,"22.273800øN, 39.127300øE","22.273800øN, 39.127300øE",0,,"59.1 km S from Rabigh,Saudi Arabia,SA"
KW-95/15713,CAN Periodic,CAN Periodic,03/12/2017 21:55:53 GMT,"22.273800øN, 39.127201øE","22.273800øN, 39.127201øE",1062599,,"59.1 km S from Rabigh,Saudi Arabia,SA"
KW-95/15713,Position Report,Position Report,03/12/2017 21:44:51 GMT,"22.273701øN, 39.127201øE","22.273701øN, 39.127201øE",1062599,,"59.1 km S from Rabigh,Saudi Arabia,SA"
KW-95/15713,CAN Periodic,CAN Periodic,03/12/2017 21:40:53 GMT,"22.273800øN, 39.127102øE","22.273800øN, 39.127102øE",1062599,,"59.1 km S from Rabigh,Saudi Arabia,SA *"
KW-95/15713,CAN Periodic,CAN Periodic,03/12/2017 21:25:53 GMT,"22.273800øN, 39.127300øE","22.273800øN, 39.127300øE",1062599,,"59.1 km S from Rabigh,Saudi Arabia,SA"
KW-95/15713,Position Report,Position Report,03/12/2017 21:21:15 GMT,"22.273800øN, 39.127201øE","22.273800øN, 39.127201øE",1062599,,"59.1 km S from Rabigh,Saudi Arabia,SA"
KW-95/15713,Position Report,Position Report,03/12/2017 21:21:06 GMT,"22.273800øN, 39.127201øE","22.273800øN, 39.127201øE",1062599,,"59.1 km S from Rabigh,Saudi Arabia,SA"
KW-95/15713,Stop Moving,Stop Moving,03/12/2017 21:18:32 GMT,"22.273800øN, 39.127201øE","22.273800øN, 39.127201øE",0,,"59.1 km S from Rabigh,Saudi Arabia,SA"
KW-95/15713,Position Report,Position Report,03/12/2017 21:16:37 GMT,"22.273600øN, 39.126801øE","22.273600øN, 39.126801øE",1062599,,"59.1 km S from Rabigh,Saudi Arabia,SA"
KW-95/15713,CAN Periodic,CAN Periodic,03/12/2017 21:10:53 GMT,"22.210800øN, 39.116001øE","22.210800øN, 39.116001øE",1062592,,"65.9 km S from Rabigh,Saudi Arabia,SA"
KW-95/15713,CAN Periodic,CAN Periodic,03/12/2017 20:55:53 GMT,"22.067699øN, 39.118099øE","22.067699øN, 39.118099øE",1062577,,"62.1 km N from Jeddah,Saudi Arabia,SA"
KW-95/15713,CAN Periodic,CAN Periodic,03/12/2017 20:40:53 GMT,"21.874399øN, 39.125500øE","21.874399øN, 39.125500øE",1062564,,"40.9 km NNW from Jeddah,Saudi Arabia,SA"
KW-95/15713,Position Report,Position Report,03/12/2017 20:33:07 GMT,"21.872700øN, 39.125702øE","21.872700øN, 39.125702øE",1062556,,"40.7 km NNW from Jeddah,Saudi Arabia,SA"
KW-95/15713,Position Report,Position Report,03/12/2017 20:32:31 GMT,"21.871599øN, 39.126099øE","21.871599øN, 39.126099øE",1062556,,"40.6 km NNW from Jeddah,Saudi Arabia,SA"
KW-95/15713,Start Moving,Start Moving,03/12/2017 20:32:28 GMT,"21.871599øN, 39.126099øE","21.871599øN, 39.126099øE",1062556,,"40.6 km NNW from Jeddah,Saudi Arabia,SA"
KW-95/15713,Position Report,Position Report,03/12/2017 20:28:11 GMT,"21.871700øN, 39.126099øE","21.871700øN, 39.126099øE",1062556,,"40.6 km NNW from Jeddah,Saudi Arabia,SA"
KW-95/15713,Stop Moving,Stop Moving,03/12/2017 20:26:48 GMT,"21.871599øN, 39.126598øE","21.871599øN, 39.126598øE",0,,"40.6 km NNW from Jeddah,Saudi Arabia,SA"
KW-95/15713,Start Moving,Start Moving,03/12/2017 20:26:24 GMT,"21.871599øN, 39.126701øE","21.871599øN, 39.126701øE",1062556,,"40.6 km NNW from Jeddah,Saudi Arabia,SA *"
KW-95/15713,Stop Moving,Stop Moving,03/12/2017 20:26:12 GMT,"21.871401øN, 39.125900øE","21.871401øN, 39.125900øE",0,,"40.6 km NNW from Jeddah,Saudi Arabia,SA *"
KW-95/15713,CAN Periodic,CAN Periodic,03/12/2017 20:25:52 GMT,"21.871401øN, 39.125900øE","21.871401øN, 39.125900øE",1062556,,"40.6 km NNW from Jeddah,Saudi Arabia,SA *"
KW-95/15713,Position Report,Position Report,03/12/2017 20:24:14 GMT,"21.870899øN, 39.125702øE","21.870899øN, 39.125702øE",1062556,,"40.5 km NNW from Jeddah,Saudi Arabia,SA"
KW-95/15713,Position Report,Position Report,03/12/2017 20:12:01 GMT,"21.785000øN, 39.163898øE","21.785000øN, 39.163898øE",1062543,,"30.4 km N from Jeddah,Saudi Arabia,SA"
KW-95/15713,CAN Periodic,CAN Periodic,03/12/2017 20:10:52 GMT,"21.777300øN, 39.172501øE","21.777300øN, 39.172501øE",1062542,,"29.4 km N from Jeddah,Saudi Arabia,SA *"
KW-95/15713,Heartbeat,Heartbeat,03/12/2017 20:00:00 GMT,"21.690201øN, 39.204201øE","21.690201øN, 39.204201øE",0,,"19.3 km N from Jeddah,Saudi Arabia,SA *"
KW-95/15713,CAN Periodic,CAN Periodic,03/12/2017 19:55:53 GMT,"21.686899øN, 39.204102øE","21.686899øN, 39.204102øE",1062532,,"19.0 km N from Jeddah,Saudi Arabia,SA"
KW-95/15713,CAN Periodic,CAN Periodic,03/12/2017 19:40:53 GMT,"21.591999øN, 39.227001øE","21.591999øN, 39.227001øE",1062522,,"8.4 km N from Jeddah,Saudi Arabia,SA"
KW-95/15713,CAN Periodic,CAN Periodic,03/12/2017 19:25:53 GMT,"21.509001øN, 39.255402øE","21.509001øN, 39.255402øE",1062512,,"3.8 km ESE from Jeddah,Saudi Arabia,SA"
KW-95/15713,CAN Periodic,CAN Periodic,03/12/2017 19:10:53 GMT,"21.438299øN, 39.254200øE","21.438299øN, 39.254200øE",1062503,,"9.5 km SSE from Jeddah,Saudi Arabia,SA"
KW-95/15713,Start Moving,Start Moving,03/12/2017 18:58:39 GMT,"21.377899øN, 39.259899øE","21.377899øN, 39.259899øE",1062497,,"16.0 km SSE from Jeddah,Saudi Arabia,SA"
KW-95/15713,Stop Moving,Stop Moving,03/12/2017 18:56:41 GMT,"21.377600øN, 39.259899øE","21.377600øN, 39.259899øE",0,,"16.1 km SSE from Jeddah,Saudi Arabia,SA"
KW-95/15713,Start Moving,Start Moving,03/12/2017 18:56:20 GMT,"21.377501øN, 39.259899øE","21.377501øN, 39.259899øE",1062497,,"16.1 km SSE from Jeddah,Saudi Arabia,SA"
KW-95/15713,CAN Periodic,CAN Periodic,03/12/2017 18:55:53 GMT,"21.377600øN, 39.259899øE","21.377600øN, 39.259899øE",1062497,,"16.1 km SSE from Jeddah,Saudi Arabia,SA"
KW-95/15713,Stop Moving,Stop Moving,03/12/2017 18:55:45 GMT,"21.377600øN, 39.259899øE","21.377600øN, 39.259899øE",0,,"16.1 km SSE from Jeddah,Saudi Arabia,SA"
KW-95/15713,Idle End,Idle End,03/12/2017 18:54:12 GMT,"21.377300øN, 39.260101øE","21.377300øN, 39.260101øE",1062497,,"16.1 km SSE from Jeddah,Saudi Arabia,SA *"
KW-95/15713,Start Moving,Start Moving,03/12/2017 18:54:11 GMT,"21.377300øN, 39.260101øE","21.377300øN, 39.260101øE",1062497,,"16.1 km SSE from Jeddah,Saudi Arabia,SA *"
KW-95/15713,Position Report,Position Report,03/12/2017 18:53:19 GMT,"21.377399øN, 39.260201øE","21.377399øN, 39.260201øE",1062497,,"16.1 km SSE from Jeddah,Saudi Arabia,SA"
KW-95/15713,Position Report,Position Report,03/12/2017 18:52:54 GMT,"21.377199øN, 39.260101øE","21.377199øN, 39.260101øE",1062497,,"16.1 km SSE from Jeddah,Saudi Arabia,SA"
KW-95/15713,Position Report,Position Report,03/12/2017 18:51:07 GMT,"21.376900øN, 39.259998øE","21.376900øN, 39.259998øE",1062497,,"16.1 km SSE from Jeddah,Saudi Arabia,SA"
KW-95/15713,Position Report,Position Report,03/12/2017 18:41:42 GMT,"21.377100øN, 39.259998øE","21.377100øN, 39.259998øE",1062497,,"16.1 km SSE from Jeddah,Saudi Arabia,SA"
KW-95/15713,CAN Periodic,CAN Periodic,03/12/2017 18:40:53 GMT,"21.377100øN, 39.259998øE","21.377100øN, 39.259998øE",1062497,,"16.1 km SSE from Jeddah,Saudi Arabia,SA"
KW-95/15713,Position Report,Position Report,03/12/2017 18:37:36 GMT,"21.377001øN, 39.259998øE","21.377001øN, 39.259998øE",1062497,,"16.1 km SSE from Jeddah,Saudi Arabia,SA"
KW-95/15713,Position Report,Position Report,03/12/2017 18:35:46 GMT,"21.377199øN, 39.260101øE","21.377199øN, 39.260101øE",1062497,,"16.1 km SSE from Jeddah,Saudi Arabia,SA"
KW-95/15713,Position Report,Position Report,03/12/2017 18:31:32 GMT,"21.377199øN, 39.259998øE","21.377199øN, 39.259998øE",1062497,,"16.1 km SSE from Jeddah,Saudi Arabia,SA"
KW-95/15713,CAN Periodic,CAN Periodic,03/12/2017 18:25:53 GMT,"21.377100øN, 39.259998øE","21.377100øN, 39.259998øE",1062497,,"16.1 km SSE from Jeddah,Saudi Arabia,SA"
KW-95/15713,Position Report,Position Report,03/12/2017 18:25:14 GMT,"21.377100øN, 39.259998øE","21.377100øN, 39.259998øE",1062497,,"16.1 km SSE from Jeddah,Saudi Arabia,SA"
KW-95/15713,Position Report,Position Report,03/12/2017 18:22:54 GMT,"21.377100øN, 39.259998øE","21.377100øN, 39.259998øE",1062497,,"16.1 km SSE from Jeddah,Saudi Arabia,SA"
KW-95/15713,CAN Periodic,CAN Periodic,03/12/2017 18:10:53 GMT,"21.377100øN, 39.259998øE","21.377100øN, 39.259998øE",1062497,,"16.1 km SSE from Jeddah,Saudi Arabia,SA"
KW-95/15713,Idle Start,Idle Start,03/12/2017 18:05:02 GMT,"21.377100øN, 39.259998øE","21.377100øN, 39.259998øE",1062497,,"16.1 km SSE from Jeddah,Saudi Arabia,SA"
KW-95/15713,CAN Periodic,CAN Periodic,03/12/2017 17:55:53 GMT,"21.377001øN, 39.259998øE","21.377001øN, 39.259998øE",1062497,,"16.1 km SSE from Jeddah,Saudi Arabia,SA"
KW-95/15713,CAN Periodic,CAN Periodic,03/12/2017 17:40:53 GMT,"21.377100øN, 39.259998øE","21.377100øN, 39.259998øE",1062497,,"16.1 km SSE from Jeddah,Saudi Arabia,SA"
KW-95/15713,Position Report,Position Report,03/12/2017 17:38:21 GMT,"21.377199øN, 39.259998øE","21.377199øN, 39.259998øE",1062497,,"16.1 km SSE from Jeddah,Saudi Arabia,SA"
KW-95/15713,Position Report,Position Report,03/12/2017 17:37:48 GMT,"21.377100øN, 39.259998øE","21.377100øN, 39.259998øE",1062497,,"16.1 km SSE from Jeddah,Saudi Arabia,SA"
KW-95/15713,CAN Periodic,CAN Periodic,03/12/2017 17:25:53 GMT,"21.377100øN, 39.260101øE","21.377100øN, 39.260101øE",1062497,,"16.1 km SSE from Jeddah,Saudi Arabia,SA"
KW-95/15713,CAN Periodic,CAN Periodic,03/12/2017 17:10:53 GMT,"21.377100øN, 39.259998øE","21.377100øN, 39.259998øE",1062497,,"16.1 km SSE from Jeddah,Saudi Arabia,SA"
KW-95/15713,Stop Moving,Stop Moving,03/12/2017 17:05:01 GMT,"21.377100øN, 39.259998øE","21.377100øN, 39.259998øE",0,,"16.1 km SSE from Jeddah,Saudi Arabia,SA"
KW-95/15713,Start Moving,Start Moving,03/12/2017 17:04:06 GMT,"21.376400øN, 39.260101øE","21.376400øN, 39.260101øE",1062497,,"16.2 km SSE from Jeddah,Saudi Arabia,SA"
KW-95/15713,Stop Moving,Stop Moving,03/12/2017 17:03:45 GMT,"21.376400øN, 39.260101øE","21.376400øN, 39.260101øE",0,,"16.2 km SSE from Jeddah,Saudi Arabia,SA"
KW-95/15713,CAN Periodic,CAN Periodic,03/12/2017 16:55:53 GMT,"21.316000øN, 39.261600øE","21.316000øN, 39.261600øE",1062490,,"22.8 km S from Jeddah,Saudi Arabia,SA"
KW-95/15713,Driving Duration Violation,Driving Duration Violation,03/12/2017 16:45:41 GMT,"21.214899øN, 39.267700øE","21.214899øN, 39.267700øE",1062480,,"34.0 km S from Jeddah,Saudi Arabia,SA"
KW-95/15713,CAN Periodic,CAN Periodic,03/12/2017 16:40:53 GMT,"21.189899øN, 39.271900øE","21.189899øN, 39.271900øE",1062477,,"36.8 km S from Jeddah,Saudi Arabia,SA"
KW-95/15713,CAN Periodic,CAN Periodic,03/12/2017 16:25:53 GMT,"21.041300øN, 39.298698øE","21.041300øN, 39.298698øE",1062461,,"53.5 km S from Jeddah,Saudi Arabia,SA"
KW-95/15713,CAN Periodic,CAN Periodic,03/12/2017 16:10:53 GMT,"20.895201øN, 39.408798øE","20.895201øN, 39.408798øE",1062442,,"71.9 km SSE from Jeddah,Saudi Arabia,SA"
KW-95/15713,CAN Periodic,CAN Periodic,03/12/2017 15:55:53 GMT,"20.766001øN, 39.535801øE","20.766001øN, 39.535801øE",1062423,,"79.4 km SSW from Mecca,Saudi Arabia,SA"
KW-95/15713,CAN Periodic,CAN Periodic,03/12/2017 15:40:53 GMT,"20.635500øN, 39.663399øE","20.635500øN, 39.663399øE",1062405,,"89.6 km S from Mecca,Saudi Arabia,SA"
KW-95/15713,CAN Periodic,CAN Periodic,03/12/2017 15:25:53 GMT,"20.511600øN, 39.784599øE","20.511600øN, 39.784599øE",1062387,,"101.8 km S from Mecca,Saudi Arabia,SA"
KW-95/15713,Position Report,Position Report,03/12/2017 15:20:16 GMT,"20.477200øN, 39.820000øE","20.477200øN, 39.820000øE",1062382,,"105.6 km S from Mecca,Saudi Arabia,SA"
KW-95/15713,Start Moving,Start Moving,03/12/2017 15:20:13 GMT,"20.477100øN, 39.820000øE","20.477100øN, 39.820000øE",1062382,,"105.6 km S from Mecca,Saudi Arabia,SA"
KW-95/15713,Position Report,Position Report,03/12/2017 15:14:55 GMT,"20.477100øN, 39.820000øE","20.477100øN, 39.820000øE",1062382,,"105.6 km S from Mecca,Saudi Arabia,SA"
KW-95/15713,Position Report,Position Report,03/12/2017 15:13:42 GMT,"20.477400øN, 39.820099øE","20.477400øN, 39.820099øE",1062382,,"105.6 km S from Mecca,Saudi Arabia,SA"
KW-95/15713,Position Report,Position Report,03/12/2017 15:13:19 GMT,"20.477301øN, 39.820099øE","20.477301øN, 39.820099øE",1062382,,"105.6 km S from Mecca,Saudi Arabia,SA"
KW-95/15713,CAN Periodic,CAN Periodic,03/12/2017 15:10:53 GMT,"20.477200øN, 39.820099øE","20.477200øN, 39.820099øE",1062382,,"105.6 km S from Mecca,Saudi Arabia,SA"
KW-95/15713,Position Report,Position Report,03/12/2017 15:07:53 GMT,"20.477301øN, 39.820099øE","20.477301øN, 39.820099øE",1062382,,"105.6 km S from Mecca,Saudi Arabia,SA"
KW-95/15713,Position Report,Position Report,03/12/2017 15:06:47 GMT,"20.477200øN, 39.820000øE","20.477200øN, 39.820000øE",1062382,,"105.6 km S from Mecca,Saudi Arabia,SA"
KW-95/15713,Position Report,Position Report,03/12/2017 15:04:52 GMT,"20.477200øN, 39.820099øE","20.477200øN, 39.820099øE",1062382,,"105.6 km S from Mecca,Saudi Arabia,SA"
KW-95/15713,Stop Moving,Stop Moving,03/12/2017 15:00:25 GMT,"20.477200øN, 39.820099øE","20.477200øN, 39.820099øE",0,,"105.6 km S from Mecca,Saudi Arabia,SA"
KW-95/15713,Position Report,Position Report,03/12/2017 14:59:13 GMT,"20.476999øN, 39.820000øE","20.476999øN, 39.820000øE",1062382,,"105.6 km S from Mecca,Saudi Arabia,SA"
KW-95/15713,Position Report,Position Report,03/12/2017 14:58:56 GMT,"20.477100øN, 39.820000øE","20.477100øN, 39.820000øE",1062382,,"105.6 km S from Mecca,Saudi Arabia,SA"
KW-95/15713,Position Report,Position Report,03/12/2017 14:57:19 GMT,"20.477100øN, 39.819901øE","20.477100øN, 39.819901øE",1062382,,"105.6 km S from Mecca,Saudi Arabia,SA"
KW-95/15713,CAN Periodic,CAN Periodic,03/12/2017 14:55:53 GMT,"20.469601øN, 39.826099øE","20.469601øN, 39.826099øE",1062381,,"106.4 km S from Mecca,Saudi Arabia,SA"
KW-95/15713,CAN Periodic,CAN Periodic,03/12/2017 14:40:53 GMT,"20.360399øN, 39.982399øE","20.360399øN, 39.982399øE",1062361,,"110.8 km SSW from Tayif,Saudi Arabia,SA"
KW-95/15713,Start Moving,Start Moving,03/12/2017 14:32:56 GMT,"20.326200øN, 40.073002øE","20.326200øN, 40.073002øE",1062351,,"110.9 km SSW from Tayif,Saudi Arabia,SA"
KW-95/15713,Stop Moving,Stop Moving,03/12/2017 14:31:07 GMT,"20.326200øN, 40.073200øE","20.326200øN, 40.073200øE",0,,"110.9 km SSW from Tayif,Saudi Arabia,SA"
KW-95/15713,CAN Periodic,CAN Periodic,03/12/2017 14:25:53 GMT,"20.313101øN, 40.090302øE","20.313101øN, 40.090302øE",1062349,,"111.7 km SSW from Tayif,Saudi Arabia,SA"
KW-95/15713,CAN Periodic,CAN Periodic,03/12/2017 14:10:53 GMT,"20.229099øN, 40.253700øE","20.229099øN, 40.253700øE",1062330,,"107.7 km W from Al Mindak,Saudi Arabia,SA"
KW-95/15713,CAN Periodic,CAN Periodic,03/12/2017 13:55:53 GMT,"20.106300øN, 40.346298øE","20.106300øN, 40.346298øE",1062313,,"98.0 km W from Al Mindak,Saudi Arabia,SA"
KW-95/15713,CAN Periodic,CAN Periodic,03/12/2017 13:40:53 GMT,"20.028900øN, 40.526699øE","20.028900øN, 40.526699øE",1062293,,"80.3 km W from Al Mindak,Saudi Arabia,SA"
KW-95/15713,CAN Periodic,CAN Periodic,03/12/2017 13:25:53 GMT,"19.970600øN, 40.672699øE","19.970600øN, 40.672699øE",1062276,,"67.1 km WSW from Al Mindak,Saudi Arabia,SA"
KW-95/15713,Position Report,Position Report,03/12/2017 13:25:51 GMT,"19.970600øN, 40.673000øE","19.970600øN, 40.673000øE",1062276,,"67.1 km WSW from Al Mindak,Saudi Arabia,SA"
KW-95/15713,CAN Periodic,CAN Periodic,03/12/2017 13:10:53 GMT,"19.871799øN, 40.776299øE","19.871799øN, 40.776299øE",1062261,,"61.9 km WSW from Al Mindak,Saudi Arabia,SA"
KW-95/15713,CAN Periodic,CAN Periodic,03/12/2017 12:55:53 GMT,"19.721300øN, 40.862598øE","19.721300øN, 40.862598øE",1062242,,"65.6 km SW from Al Mindak,Saudi Arabia,SA"
KW-95/15713,Start Moving,Start Moving,03/12/2017 12:55:53 GMT,"19.721300øN, 40.862598øE","19.721300øN, 40.862598øE",1062242,,"65.6 km SW from Al Mindak,Saudi Arabia,SA"
KW-95/15713,Stop Moving,Stop Moving,03/12/2017 12:50:59 GMT,"19.721300øN, 40.862701øE","19.721300øN, 40.862701øE",0,,"65.6 km SW from Al Mindak,Saudi Arabia,SA"
KW-95/15713,CAN Periodic,CAN Periodic,03/12/2017 12:40:53 GMT,"19.658100øN, 40.940701øE","19.658100øN, 40.940701øE",1062232,,"66.2 km SSW from Al Mindak,Saudi Arabia,SA"
